,train_loss_batch
0,0.6888785362243652
1,0.6874996423721313
2,0.6742255687713623
3,0.6733085513114929
4,0.6399068236351013
5,0.6836477518081665
6,0.6502686738967896
7,0.6540292501449585
8,0.7096695899963379
9,0.6538106799125671
10,0.6239008903503418
11,0.6378989219665527
12,0.6533420085906982
13,0.7119354009628296
14,0.6294814348220825
15,0.6646709442138672
16,0.6571238040924072
17,0.6861075758934021
18,0.692402720451355
19,0.6661902070045471
20,0.6213610172271729
21,0.638764500617981
22,0.6299771070480347
23,0.5754144787788391
24,0.652906060218811
25,0.7054809927940369
26,0.6107345223426819
27,0.6539801359176636
28,0.6764322519302368
29,0.6961283683776855
30,0.6582819223403931
31,0.673583984375
32,0.621856689453125
33,0.599597692489624
34,0.6412075161933899
35,0.6316623687744141
36,0.6184808015823364
37,0.6284138560295105
38,0.6212921142578125
39,0.6289840936660767
40,0.6520851850509644
41,0.678352952003479
42,0.6338102221488953
43,0.6137096285820007
44,0.5813354253768921
45,0.6313413381576538
46,0.6739364266395569
47,0.6417536735534668
48,0.5594712495803833
49,0.5874126553535461
50,0.741972804069519
51,0.585602879524231
52,0.62376868724823
53,0.6140891313552856
54,0.6594290733337402
55,0.6627203226089478
56,0.6625931262969971
57,0.6714622378349304
58,0.6590015292167664
59,0.6568703055381775
60,0.6342213153839111
61,0.6659806966781616
62,0.5722768306732178
63,0.6859102249145508
64,0.5920125246047974
65,0.6934895515441895
66,0.6224430799484253
67,0.612154483795166
68,0.6364022493362427
69,0.613675057888031
70,0.5790322422981262
71,0.6022934317588806
72,0.5681316256523132
73,0.5986729860305786
74,0.6252511143684387
75,0.7150145769119263
76,0.5811023712158203
77,0.6436530351638794
78,0.6453810930252075
79,0.6048877835273743
80,0.5990639925003052
81,0.6048758625984192
82,0.6088930368423462
83,0.5759092569351196
84,0.6600612998008728
85,0.670914888381958
86,0.5780398845672607
87,0.5455704927444458
88,0.7489844560623169
89,0.5901497006416321
90,0.6988092660903931
91,0.6095508337020874
92,0.5727102756500244
93,0.581122875213623
94,0.6385773420333862
95,0.5504943132400513
96,0.5875736474990845
97,0.6558870673179626
98,0.597234308719635
99,0.6276147365570068
100,0.5706439018249512
101,0.5893371105194092
102,0.6417620182037354
103,0.6588172912597656
104,0.4841550886631012
105,0.6213757991790771
106,0.5775877237319946
107,0.7158054709434509
108,0.6707214117050171
109,0.6518120169639587
110,0.61253821849823
111,0.6690993905067444
112,0.6643426418304443
113,0.6418930292129517
114,0.6126372218132019
115,0.6149165630340576
116,0.5759844183921814
117,0.6595140695571899
118,0.6425997614860535
119,0.6568639278411865
120,0.5640382766723633
121,0.6122215986251831
122,0.5704035758972168
123,0.6151514053344727
124,0.6178854703903198
125,0.635960578918457
126,0.684485912322998
127,0.5949053764343262
128,0.5457056164741516
129,0.5814164280891418
130,0.6421706676483154
131,0.6210631728172302
132,0.6496730446815491
133,0.5321781039237976
134,0.5765376091003418
135,0.6337860226631165
136,0.550601601600647
137,0.6559151411056519
138,0.5483232736587524
139,0.6258804202079773
140,0.6106932163238525
141,0.6028285622596741
142,0.5741023421287537
143,0.6488109230995178
144,0.5959388017654419
145,0.6100236177444458
146,0.6258572340011597
147,0.5597773790359497
148,0.6083463430404663
149,0.5664092302322388
150,0.6811773180961609
151,0.5323691368103027
152,0.5925735831260681
153,0.5534653663635254
154,0.6083835959434509
155,0.555391788482666
156,0.6594075560569763
157,0.5908137559890747
158,0.5777272582054138
159,0.6341533064842224
160,0.626274585723877
161,0.5420604348182678
162,0.6365181803703308
163,0.5817588567733765
164,0.6971534490585327
165,0.5613946318626404
166,0.699749231338501
167,0.6343222856521606
168,0.5540134906768799
169,0.6030782461166382
170,0.5107199549674988
171,0.6177524328231812
172,0.580243706703186
173,0.602752685546875
174,0.5762079954147339
175,0.5507038831710815
176,0.5656319856643677
177,0.6194931864738464
178,0.6364055871963501
179,0.5962451696395874
180,0.5757583379745483
181,0.6053035855293274
