,diarization error rate,total,correct,correct,false alarm,false alarm,missed detection,missed detection,confusion,confusion
,%,,,%,,%,,%,,%
item,,,,,,,,,,
,61.00648240108425,2426.5699999998214,1167.4549999999267,48.11132586325606,221.24999999998684,9.11780826434033,930.7949999999225,38.35846482895573,328.31999999997186,13.530209307788194
,63.398828541001166,1877.9999999999138,960.8849999999609,51.16533546325905,273.51499999999237,14.564164004260112,699.949999999973,37.271033013844786,217.16499999998172,11.563631522896255
,50.13239851492728,3259.0999999998057,1952.0599999998924,59.895676720567295,326.8249999999849,10.028075235494597,1198.0099999999438,36.75892117455786,109.0299999999686,3.345402104874815
,58.24985085496862,2581.379999999846,1306.6349999999338,50.61769286195801,228.9049999999844,8.86754371692653,1017.9549999999489,39.43452726836071,256.78999999996614,9.947779869681389
,70.13174122659478,891.9000000000219,507.60500000000894,56.91277048996485,241.21000000000123,27.044511716559626,281.44500000001176,31.555667675748943,102.85000000000115,11.5315618342862
,66.94960419375448,2176.569999999849,1023.5999999999385,47.02812222901214,304.23499999998967,13.977726422766588,667.5899999999511,30.671653105574247,485.37999999995986,22.30022466541363
,62.70996051301035,2185.529999999881,1099.454999999945,50.30610424016164,284.4699999999846,13.016064753172003,691.3499999999776,31.63305925793813,394.7249999999585,18.060836501900226
,81.34454258414662,1938.279999999873,821.4999999999621,42.382937449698495,459.90499999998315,23.727480033845122,601.5249999999662,31.03395794209328,515.2549999999447,26.58310460820823
,75.86137790775331,673.630000000016,355.3600000000061,52.752994967563446,192.75500000000088,28.61437287531676,237.21500000000736,35.21443522408469,81.05500000000254,12.032569808351857
,55.78553461072615,1932.059999999918,1078.004999999958,55.795627464985756,223.75499999999,11.581162075711907,695.1649999999876,35.980507851723914,158.88999999997242,8.22386468329033
,68.33581916835976,1555.4799999999505,761.0349999999755,48.926054979813294,268.5049999999936,17.261874148173046,494.8849999999965,31.81558104250857,299.55999999997834,19.258363977678137
,64.29990069513354,1681.689999999927,928.0499999999728,55.18555738572585,327.68499999999034,19.485458080859406,566.574999999982,33.69081102938155,187.06499999997217,11.123631584892594
,90.41049101185847,1004.2119999999694,590.1089999999854,58.76338860718687,493.80999999999256,49.173879619045344,273.91299999999455,27.276411753693733,140.18999999998945,13.9601996391194
,64.82743342979566,1783.0799999999103,1005.9699999999496,56.41754716557867,378.81499999998175,21.24498059537434,587.4649999999863,32.94664288758865,189.64499999997446,10.635809946832671
,83.07843242662108,1860.1999999999036,1035.1249999999566,55.64589829050695,720.3499999999781,38.72433071712801,577.5649999999758,31.048543167401665,247.5099999999712,13.305558542091388
,77.41159886830621,2000.5399999998558,1141.0499999999236,57.03709998300488,689.1599999999694,34.4486988513111,600.4949999999669,30.016645505713967,258.9949999999653,12.94625451128115
TOTAL,66.14364409652038,29828.22199999846,15733.898999999294,52.748363613493645,5635.149999999803,18.892007710014006,10121.897999999588,33.93396361338638,3972.4249999995786,13.317672773119979
