,diarization error rate,total,correct,correct,false alarm,false alarm,missed detection,missed detection,confusion,confusion
,%,,,%,,%,,%,,%
item,,,,,,,,,,
,50.856713768857745,146.48999999999975,89.32999999999996,60.98027169090048,17.339999999999783,11.836985459758218,32.599999999999824,22.254078776708223,24.559999999999963,16.765649532391294
,43.277582515250664,247.52999999999966,149.8949999999997,60.55629620652038,9.48999999999985,3.833878721771043,59.09000000000002,23.871853916697006,38.54499999999995,15.571849876782613
,56.83035205651114,175.53999999999957,93.9249999999999,53.5063233451066,18.14499999999974,10.336675401617743,31.784999999999688,18.106984163153562,49.82999999999998,28.38669249173983
,58.72321880447628,1066.9799999999984,556.4899999999983,52.15561678756857,116.07500000000019,10.87883559204487,255.83000000000504,23.977019250595646,254.65999999999497,23.867363961835775
,33.762026116675635,506.1900000000009,342.7100000000005,67.70382662636557,7.420000000000343,1.4658527430412158,100.35499999999976,19.82555957249246,63.12500000000062,12.470613801141964
,25.35131277391348,994.8400000000012,915.0650000000014,91.98112259257773,172.43000000000137,17.33243536649121,76.74499999999964,7.714305818020943,3.030000000000132,0.3045715894013237
,54.253156092139385,1106.5900000000197,528.3450000000062,47.745325730396694,22.11500000000144,1.9984818225359933,205.79500000000775,18.59722209671189,372.45000000000675,33.65745217289151
,40.841460711514976,360.920000000001,241.36000000000078,66.87354538401866,27.845000000000166,7.715006095533661,104.17499999999978,28.86373711625831,15.385000000000325,4.262717499723009
,74.52993524706609,577.5800000000157,272.8600000000048,47.24194051040503,125.75000000000506,21.771875757471108,150.69500000000534,26.090757990235332,154.02500000000566,26.66730149935965
,67.23815187824785,1025.6900000000016,384.0150000000008,37.43967475553044,47.98000000000064,4.6778266337782926,83.69000000000233,8.159385389347873,557.9849999999986,54.4009398551217
,39.52514730831685,548.1700000000003,355.7949999999996,64.90595982997965,24.289999999999893,4.4311071382964915,128.91000000000014,23.516427385665043,63.465000000000586,11.577612784355319
,41.4622460712917,104.35999999999999,69.93499999999993,67.01322345726327,8.84499999999995,8.475469528554955,24.81500000000011,23.778267535454304,9.609999999999957,9.208509007282444
,31.884892807052694,199.63999999999973,135.98499999999981,68.1151071929473,0.0,0.0,58.84499999999989,29.47555600080143,4.810000000000024,2.4093368062512677
,53.515982835928966,414.82000000000045,236.27000000000015,56.957234463140615,43.445000000000434,10.473217299069569,30.114999999999927,7.259775324236993,148.4350000000004,35.7829902126224
,50.35653650254665,176.69999999999965,96.64499999999981,54.694397283531416,8.924999999999923,5.0509337860780645,40.20999999999999,22.75608375778159,39.84499999999986,22.549518958687003
,38.50605983483543,1139.47,745.8449999999995,65.45543103372616,45.13999999999885,3.961490868561599,257.77500000000236,22.622359518021742,135.8499999999981,11.92220944825209
,57.93363387776226,270.62000000000023,144.9950000000002,53.57881900820341,31.155000000000367,11.512452885965686,74.29499999999979,27.453625009237946,51.3300000000002,18.967555982558626
,23.08262891934911,647.1100000000001,509.5000000000004,78.7346818933412,11.760000000000325,1.817310812690319,137.60999999999973,21.26531810665879,0.0,0.0
,38.266256754238775,107.33999999999978,75.40499999999987,70.248742314142,9.139999999999926,8.514999068380796,23.709999999999965,22.08869014346936,8.224999999999929,7.66256754238862
,27.950903590203925,869.3100000000017,662.7100000000007,76.23402468624535,36.38000000000142,4.184928276449293,147.9799999999999,17.022696161323307,58.620000000000886,6.743279152431327
,49.216311134235,153.75999999999965,108.57999999999987,70.61654526534868,30.494999999999784,19.832856399583672,33.99499999999975,22.109131113423405,11.185000000000025,7.2743236212279205
,56.62693682955887,1090.6999999999982,541.5850000000005,49.654808838360815,68.51499999999976,6.281745667919673,310.9500000000037,28.509214266068046,238.16499999999422,21.835976895571157
,61.24478097799167,141.30999999999986,64.25499999999991,45.4709503927535,9.489999999999988,6.715731370745168,32.90000000000004,23.282145637251485,44.1549999999999,31.246903969995007
,39.804942503172796,764.3900000000077,487.0800000000031,63.721398762411624,26.955000000001043,3.526341265584423,175.61000000000405,22.973874592812866,101.70000000000051,13.304726644775505
,40.055281487108466,1092.5899999999897,773.7399999999965,70.81704939638875,118.79000000000103,10.87233088349721,149.99999999999633,13.728846136244861,168.84999999999695,15.454104467366399
,54.410108961654224,1074.689999999998,614.4999999999961,57.17927960621177,124.54999999999909,11.589388567866019,296.8750000000068,27.624245131154787,163.31499999999482,15.196475262633424
,65.78830311549227,1124.0599999999972,471.0149999999976,41.90301229471726,86.45500000000098,7.691315410209526,280.0500000000029,24.914150490187676,372.9949999999966,33.182837215095056
,31.82163668609073,39.470000000000006,29.284999999999993,74.19559158854823,2.3750000000000036,6.017228274638974,10.185000000000011,25.80440841145176,0.0,0.0
,19.712100464246706,898.2300000000057,805.8850000000039,89.7192255881009,84.71500000000245,9.431326052347607,77.05500000000163,8.578537790989072,15.290000000000248,1.7022366209100288
,32.02296887153625,655.6700000000036,461.2100000000017,70.34178778958915,15.505000000000964,2.364756661125395,167.16500000000195,25.49529488919747,27.294999999999956,4.162917321213386
,31.04987772280034,175.8299999999999,128.89499999999998,73.30660296877669,7.659999999999897,4.356480691577036,33.654999999999866,19.140647216060906,13.280000000000044,7.552749815162402
,39.20633937968185,161.53,100.76499999999989,62.3816009410016,2.5649999999999764,1.5879403206834495,36.30999999999999,22.478796508388527,24.455000000000133,15.139602550609876
,67.59723964868249,159.39999999999972,70.85999999999987,44.45420326223337,19.209999999999837,12.051442910915853,54.73999999999987,34.341279799247154,33.800000000000004,21.20451693851949
