,diarization error rate,total,correct,correct,false alarm,false alarm,missed detection,missed detection,confusion,confusion
,%,,,%,,%,,%,,%
item,,,,,,,,,,
,2.353496527075318,148.28999999999996,144.79999999999998,97.64650347292469,0.0,0.0,3.3899999999999864,2.2860610965000925,0.10000000000000142,0.06743543057522519
,7.453117486776717,249.56,230.96,92.54688251322327,0.0,0.0,2.3400000000000105,0.9376502644654634,16.259999999999966,6.515467222311254
,32.38550692022056,177.73999999999995,120.17799999999997,67.61449307977945,0.0,0.0,2.2320000000000135,1.2557668504557298,55.32999999999999,31.12974006976483
,12.599960808831048,1071.6699999999994,936.6399999999998,87.40003919116894,0.0,0.0,2.7400000000002365,0.2556757210708742,132.2899999999994,12.344285087760175
,2.9416042612575444,508.77000000000004,493.80400000000003,97.05839573874245,0.0,0.0,3.056000000000026,0.6006643473475295,11.909999999999982,2.3409399139100144
,0.47750375850016,1004.3900000000001,999.5940000000004,99.52249624149984,0.0,0.0,3.116000000000213,0.31023805493883977,1.679999999999545,0.16726570356132028
,16.220036282297453,1135.539999999999,951.3549999999993,83.7799637177026,0.0,0.0,139.14999999999964,12.25408175845851,45.03500000000071,3.965954523838944
,13.552493755539405,372.32999999999976,321.86999999999995,86.44750624446061,0.0,0.0,43.85999999999978,11.779872693578227,6.600000000000051,1.7726210619611784
,16.315448612564094,602.189999999999,503.9399999999995,83.6845513874359,0.0,0.0,49.86999999999949,8.281439412809839,48.38000000000006,8.034009199754253
,5.36157561529434,1039.3399999999992,983.6149999999992,94.63842438470567,0.0,0.0,40.22000000000007,3.8697635037620124,15.50500000000008,1.4918121115323275
,22.982759864387198,554.5200000000001,427.0760000000001,77.01724013561278,0.0,0.0,16.243999999999957,2.9293803650003527,111.19999999999996,20.053379499386846
,0.0,105.16000000000001,105.16000000000001,100.0,0.0,0.0,0.0,0.0,0.0,0.0
,3.1209653391598,201.37999999999997,195.09499999999997,96.8790346608402,0.0,0.0,5.050000000000004,2.5076968914490045,1.2349999999999994,0.6132684477107954
,8.450417673951023,417.78999999999996,382.48499999999996,91.54958232604896,0.0,0.0,0.1299999999999919,0.03111611096483686,35.17499999999999,8.419301562986188
,22.67893088794454,178.83999999999995,138.28099999999995,77.32106911205547,0.0,0.0,6.914000000000009,3.8660254976515382,33.64499999999999,18.812905390293
,32.60251345871495,1144.2399999999993,771.1889999999996,67.39748654128505,0.0,0.0,4.215999999999724,0.3684541704537271,368.83500000000004,32.23405928826122
,8.33546034639927,274.2499999999999,251.3899999999999,91.66453965360073,0.0,0.0,0.29999999999998295,0.10938924339106038,22.560000000000002,8.226071103008207
,0.0,647.66,647.66,100.0,0.0,0.0,0.0,0.0,0.0,0.0
,6.811487481590567,108.63999999999999,101.24,93.18851251840944,0.0,0.0,5.109999999999999,4.703608247422681,2.289999999999992,2.107879234167887
,1.1789802050599771,871.9399999999999,861.66,98.82101979494003,0.0,0.0,1.5220000000000482,0.17455329495149302,8.757999999999916,1.0044269101084842
,22.571538560246367,155.85999999999996,120.67999999999998,77.42846143975363,0.0,0.0,2.2999999999999545,1.4756833055305756,32.880000000000024,21.09585525471579
,0.7652595862672936,1096.36,1087.9699999999998,99.23474041373271,0.0,0.0,5.510000000000218,0.5025721478346729,2.8799999999998818,0.2626874384326209
,25.102338166932643,144.13,107.95,74.89766183306737,0.0,0.0,26.940000000000033,18.691459099424154,9.23999999999998,6.410879067508486
,11.563701085975202,775.3400000000003,685.6820000000001,88.4362989140248,0.0,0.0,34.188000000000315,4.409420383315746,55.46999999999984,7.154280702659456
,16.339944242509777,1133.4799999999987,948.2699999999991,83.66005575749023,0.0,0.0,101.32000000000043,8.938843208526004,83.88999999999918,7.401101033983774
,4.465517558543838,1087.2199999999996,1038.6699999999992,95.53448244145615,0.0,0.0,31.520000000000152,2.8991372491308263,17.030000000000143,1.566380309413012
,4.183773822286353,1128.6699999999985,1081.4489999999992,95.81622617771365,0.0,0.0,21.735999999999194,1.9258064801934334,25.485000000000127,2.25796734209292
,0.0,39.620000000000005,39.620000000000005,100.0,0.0,0.0,0.0,0.0,0.0,0.0
,2.6034374414322854,907.0699999999993,883.4549999999995,97.39656255856771,0.0,0.0,12.049999999999699,1.3284531513554312,11.565000000000111,1.2749842900768542
,13.704577773743617,661.0199999999999,570.4299999999997,86.29542222625636,0.0,0.0,11.910000000000139,1.8017609149496447,78.67999999999991,11.902816858793974
,3.7737987307343666,176.48000000000002,169.82,96.22620126926563,0.0,0.0,0.0,0.0,6.660000000000011,3.773798730734367
,0.0,161.68000000000004,161.68000000000004,100.0,0.0,0.0,0.0,0.0,0.0,0.0
,27.801857585139327,161.5,116.60000000000001,72.19814241486068,0.0,0.0,4.970000000000003,3.077399380804956,39.93000000000001,24.724458204334372
,13.266481791960338,1258.5099999999993,1091.5499999999995,86.73351820803968,0.0,0.0,139.5499999999997,11.088509427815413,27.410000000000252,2.177972364144923
,44.478772174606334,100.34,55.71,55.52122782539366,0.0,0.0,6.8899999999999935,6.866653378513049,37.74,37.612118796093284
,14.800212453015202,489.5199999999998,417.06999999999977,85.1997875469848,0.0,0.0,69.08,14.11178297107371,3.3699999999999903,0.688429481941492
,22.587457167901814,125.48999999999997,97.14499999999998,77.41254283209818,0.0,0.0,27.759999999999962,22.12128456450711,0.5850000000000151,0.46617260339470495
,15.095857988165678,211.24999999999997,179.35999999999999,84.90414201183432,0.0,0.0,6.390000000000004,3.02485207100592,25.499999999999986,12.07100591715976
