,train_loss_batch
0,0.6919257044792175
1,0.6681265830993652
2,0.6783581376075745
3,0.6952724456787109
4,0.6469459533691406
5,0.6992394328117371
6,0.6742362380027771
7,0.697296142578125
8,0.6654902696609497
9,0.6625510454177856
10,0.697020411491394
11,0.62742680311203
12,0.6728998422622681
13,0.6396081447601318
14,0.661301851272583
15,0.6977332830429077
16,0.6811245083808899
17,0.6466672420501709
18,0.6493916511535645
19,0.6576657891273499
20,0.5723261833190918
21,0.6563186645507812
22,0.635168194770813
23,0.712478756904602
24,0.6943297982215881
25,0.6254467964172363
26,0.7685086727142334
27,0.6608545184135437
28,0.6335965394973755
29,0.71695476770401
30,0.6456938982009888
31,0.6956650018692017
32,0.6868299245834351
33,0.6447045803070068
34,0.6819509863853455
35,0.6648354530334473
36,0.6574255228042603
37,0.6841158866882324
38,0.6462622284889221
39,0.6607075929641724
40,0.6837949156761169
41,0.6873350143432617
42,0.6840591430664062
43,0.7151925563812256
44,0.641460657119751
45,0.6541610360145569
46,0.6148395538330078
47,0.6922942399978638
48,0.7348446249961853
49,0.6572314500808716
50,0.6065727472305298
51,0.637385368347168
52,0.6335219144821167
53,0.6547597646713257
54,0.6537027359008789
55,0.6445417404174805
56,0.6080254316329956
57,0.6228702068328857
58,0.6609934568405151
59,0.697737455368042
60,0.6612850427627563
61,0.6341916918754578
62,0.6750317811965942
63,0.6529972553253174
64,0.6047089099884033
65,0.6492727398872375
66,0.6316611766815186
67,0.6446974873542786
68,0.6499194502830505
69,0.6722254753112793
70,0.5874153971672058
71,0.6598002910614014
72,0.6128610372543335
73,0.6365463733673096
74,0.653914213180542
75,0.6033731698989868
76,0.590127170085907
77,0.633432924747467
78,0.6337015628814697
79,0.6469836831092834
80,0.672126293182373
81,0.6232755184173584
82,0.602790117263794
83,0.5840554237365723
84,0.6188315749168396
85,0.5570377111434937
86,0.6427242755889893
87,0.5930109024047852
88,0.6289910078048706
89,0.6355345249176025
90,0.597683310508728
91,0.6434938311576843
92,0.7431043982505798
93,0.6778969168663025
94,0.6361585259437561
95,0.6719071269035339
96,0.6295981407165527
97,0.6347599625587463
98,0.6128196716308594
99,0.5887277126312256
100,0.6762111186981201
101,0.693268895149231
102,0.6523358821868896
103,0.7173866033554077
104,0.5939624309539795
105,0.5307092666625977
106,0.5805174708366394
107,0.6412721872329712
108,0.6054250001907349
109,0.5669493675231934
110,0.6071616411209106
111,0.636387288570404
112,0.6442897319793701
113,0.6083722710609436
114,0.6377370357513428
115,0.660646915435791
116,0.5322054624557495
117,0.5961940884590149
118,0.5860844254493713
119,0.5372822284698486
120,0.6080875992774963
121,0.5577458143234253
122,0.5730657577514648
123,0.6459251642227173
124,0.5214877724647522
125,0.5888985395431519
126,0.5320635437965393
127,0.622968316078186
128,0.6111632585525513
129,0.5638732314109802
130,0.5078182220458984
131,0.5761963129043579
132,0.606742262840271
133,0.6271869540214539
134,0.647310197353363
135,0.6574807167053223
136,0.6159390211105347
137,0.5661135911941528
138,0.5834662914276123
139,0.5665587186813354
140,0.6727026700973511
141,0.606175422668457
142,0.6973893642425537
143,0.6367441415786743
144,0.6169501543045044
145,0.617101788520813
146,0.660971462726593
147,0.6381347179412842
148,0.5645871162414551
149,0.5427488088607788
150,0.6162382364273071
151,0.5606411695480347
152,0.568366289138794
153,0.5818688273429871
154,0.5578659176826477
155,0.5188413858413696
156,0.603010892868042
157,0.5826611518859863
158,0.5321151614189148
159,0.537590503692627
160,0.5620230436325073
161,0.532133936882019
162,0.6731142997741699
163,0.6311579942703247
164,0.5341642498970032
165,0.5605839490890503
166,0.6449951529502869
167,0.609249472618103
168,0.5433608293533325
169,0.5626472234725952
170,0.5699872970581055
171,0.5923247337341309
172,0.5032631158828735
173,0.5070794224739075
174,0.5530654788017273
175,0.563148021697998
176,0.6768338084220886
177,0.5589770674705505
178,0.6246923208236694
179,0.5129514336585999
180,0.5711390376091003
181,0.6160824298858643
182,0.4949004352092743
183,0.5088411569595337
184,0.5548768639564514
185,0.5488401651382446
186,0.533722460269928
187,0.6051719188690186
188,0.6268118619918823
189,0.5344969034194946
190,0.5930037498474121
191,0.520294189453125
192,0.608802855014801
193,0.5523489117622375
194,0.5283704400062561
195,0.6186961531639099
196,0.4486532211303711
197,0.6592113971710205
198,0.5096681118011475
199,0.5323429107666016
200,0.6018404960632324
201,0.5562772750854492
202,0.6160538196563721
203,0.4987023174762726
204,0.5897051095962524
205,0.4680261015892029
206,0.5243520140647888
207,0.620904266834259
208,0.48351725935935974
209,0.48701003193855286
210,0.555706262588501
211,0.607919454574585
212,0.6452310681343079
213,0.554176390171051
214,0.5346143245697021
215,0.4976663291454315
216,0.5677785873413086
217,0.5504242777824402
218,0.5703458786010742
219,0.5689992904663086
220,0.4699550271034241
221,0.6166642904281616
222,0.5296283960342407
223,0.5370608568191528
224,0.5280740261077881
225,0.5564022660255432
226,0.6380794644355774
227,0.5255910158157349
228,0.5412930250167847
229,0.6532340049743652
230,0.5759442448616028
231,0.5524751543998718
232,0.5498060584068298
233,0.554956316947937
234,0.5191788673400879
235,0.6016450524330139
236,0.5303672552108765
237,0.4719551205635071
238,0.5788964629173279
239,0.5665127038955688
240,0.5384079217910767
241,0.5826714634895325
242,0.603027880191803
243,0.5875640511512756
244,0.5591396689414978
245,0.5100936889648438
246,0.6202554702758789
247,0.4670640230178833
248,0.5150483846664429
249,0.6192476153373718
250,0.5648216009140015
251,0.48609986901283264
252,0.5761082172393799
253,0.4931876063346863
254,0.6477354168891907
255,0.3919692933559418
256,0.5774757862091064
257,0.6310725808143616
258,0.5267857313156128
259,0.5834498405456543
260,0.5417230129241943
261,0.5185627937316895
262,0.5931541919708252
263,0.5887365341186523
264,0.5906962156295776
265,0.665446937084198
266,0.5290237665176392
267,0.526009202003479
268,0.4829208254814148
269,0.5941003561019897
270,0.5307299494743347
271,0.46168944239616394
272,0.6294540166854858
273,0.5188238620758057
274,0.5505664944648743
275,0.6029236316680908
276,0.5391278266906738
277,0.5438115000724792
278,0.4926878809928894
279,0.5131274461746216
280,0.4901849031448364
281,0.6185140609741211
282,0.48903003334999084
283,0.5506641268730164
284,0.49499011039733887
285,0.4853336811065674
286,0.5548045635223389
287,0.5345965623855591
288,0.5494735240936279
289,0.6437346935272217
290,0.649625837802887
291,0.5012800097465515
292,0.43449804186820984
293,0.528353214263916
294,0.6274340152740479
295,0.5105214715003967
296,0.5223407745361328
297,0.6538242101669312
298,0.4968842566013336
299,0.5153396129608154
300,0.6113866567611694
301,0.5876286029815674
302,0.5737672448158264
303,0.5854766368865967
304,0.5594816207885742
305,0.545689046382904
306,0.5330510139465332
307,0.5654745101928711
308,0.5168675184249878
309,0.41682490706443787
310,0.6414487361907959
311,0.4956735670566559
312,0.5861679315567017
313,0.5407934784889221
314,0.5553847551345825
315,0.5297001600265503
316,0.5651109218597412
317,0.526565432548523
318,0.48722535371780396
319,0.501273512840271
320,0.5516286492347717
321,0.35821592807769775
322,0.6357293128967285
323,0.5320900678634644
324,0.4903281629085541
325,0.5180467367172241
326,0.6381101608276367
327,0.5421261787414551
328,0.6105232238769531
329,0.5006784796714783
330,0.4399835169315338
331,0.5325227379798889
332,0.5626178979873657
333,0.4726651906967163
334,0.48488539457321167
335,0.558756411075592
336,0.470275342464447
337,0.4538237452507019
338,0.526263415813446
339,0.5592120885848999
340,0.5155031085014343
341,0.5244970321655273
342,0.5945165157318115
343,0.5404418110847473
344,0.4986267387866974
345,0.5344189405441284
346,0.5081512928009033
347,0.5947415232658386
348,0.5287496447563171
349,0.46797335147857666
350,0.6001560688018799
351,0.4711068868637085
352,0.5350122451782227
353,0.5816123485565186
354,0.532401442527771
355,0.4865490794181824
356,0.5122475624084473
357,0.509615421295166
358,0.641262948513031
359,0.46878260374069214
